character,line
Karlach,I want to know what's coming. I want to know how this will end. Have you done this before?
Karlach,"You're having fun, aren't you?"
Karlach,Gods! I should hope so.
Karlach,"I don't think so, soldier. I feel fine! Might've gotten lost in the moment but believe me, I'm me."
Karlach,"Careful now or I'll subject you to more devilish parlour tricks. I know how to make a copper piece appear from behind your ear, you know."
Karlach,"Ouch. Sorry. If I'd realised you'd end up in such a snit, I wouldn't have asked."
Karlach,Hope you can squeeze a nap in - you need it.
Karlach,That's good enough for me.
Karlach,At least we can do it together. The hidden joys. The little secrets.
Karlach,Phew! That was wild. Thanks for playing along.
Karlach,It's just so godsdamned beautiful here.
Karlach,This is it. This is what we worked so hard for.
Karlach,"Reckon it's time we talked about all this fire, huh? I've got an infernal engine for a heart. Little gift from Zariel."
Karlach,How would you feel about helping me kill some evil bastards?
Karlach,"A little background, if your moral compass needs something to point at..."
Karlach,Turns out I've got a knack for killing demons. That made me a valuable asset. Zariel - the archdevil herself - made me as her personal attack dog.
Karlach,"I played along until I could get the fuck out of there, but devils don't like to lose their assets."
Karlach,"Zariel liked it so little, she sent a bunch of goons, so-called 'Paladins of Tyr' after me. Until a minute ago, I thought you were working with them. They want to take me back to the Hells."
Karlach,But believe me when I say I'd rather die.
Karlach,"Fuck yes. They cornered me outside the tollhouse, just up the hill. Doubt they've gone far after the scorching I gave 'em."
Karlach,Then we can work on evicting this parasite and take Faerûn by the short hairs. Sound good?
Karlach,I'd hug you if it wouldn't scorch your skin off. 
Karlach,"If this is really goodbye, soldier, I guess... well... thanks for everything. I'd hoped we'd be able to stick together a bit longer, but that's life, isn't it."
Karlach,"Trust me - when you see what I'm capable of, you won't regret it."
Karlach,"I may not be a devil, but I can put that reputation of yours to work."
Karlach,"Don't worry, I'll lead the charge. But I could use your help. There's a lot of them and only one of me. After that, we can team up. Take Faerûn by the short hairs. Sound good?"
Karlach,"Dirty work's the only kind I like. But there are a lot of them and just the one of me. I'll take point, and you flank 'em."
Karlach,"After that, we can team up. Take Faerûn by the short hairs. Sound good?"
Karlach,"That's incredible! In that case, you ought to let me return the favour. My muscle for your aid in my battle against the powers of the arch-bitch."
Karlach,Wheey! Now we're talking.
Karlach,Why don't you clear things with your leader before we team up. Send 'em my way so we can work out the particulars.
Karlach,"If there's one thing Zariel taught me, it's not to fuck with the top dog until it's absolutely necessary."
Karlach,"Hang on, though - looks like you've got enough backup at your side. Not sure there's room for me."
Karlach,"I'll catch up with you when it's time to camp, for now. But don't get to any of the fun stuff without me - got it?"
Karlach,"Phew, I'm getting all het up. Let's make tracks!"
Karlach,"Damn. After a decade in hell, I was hoping for a little company. Even a big hero once out for my head."
Karlach,But I can take a hint. Good luck out there. You're gonna need it.
Karlach,Dirty work's the only kind I like. Gets even messier the more bodies you throw at it. Think of the potential.
Karlach,"You did?! That's incredible! You ought to let me return the favour. We can team up - evict this parasite, then take Faerûn by the short hairs. Sound good?"
Karlach,What say we take our mind off things with a little fun?
Karlach,"Thank the gods, he sees sense! Look, Blade - Wyll - I know you love bashing evil - we have that in common."
Karlach,Can't wait to be home. Anything that comes after that is extra.
Karlach,"Bit sweaty, but up for whatever's next. Thanks, soldier."
Karlach,But look - we've just about made it to the city. That'll do me. Let's go protect it. Whatever happens after that is between me and the so-called gods.
Karlach,"I want us both to be ready if... well, if we can't fix me."
Karlach,I think this might be it. Soon. Thing's burning hotter than I knew it could.
Karlach,"Ngh, soldier, my engine. It hurts."
Karlach,"We all have our shit to bear. As long you remember your manners, Astarion, you're welcome at my fire."
Karlach,"Some of us more than others, but - yes."
Karlach,Ngh...
Karlach,"We've both got a brain-worm. I know you can see into my mind, see the truth. I'm home now - out of the Hells. I just want to live."
Karlach,"Please. It's Wyll, right? We don't have to do this."
Karlach,Erm... are you all right?
Karlach,Thank the gods. Thought I was going to have to take your head.
Karlach,"Look - you don't have to trust me blindly. I'll prove to you I'm as clean as they come. In fact, we're in the same line of work, in a way."
Karlach,I'd like to team up. Send your leader my way so we can work out the particulars.
Karlach,"I think I told you to get the fuck out of my face, for your own good."
Karlach,I can explain. But it's a whole situation. 
Karlach,Fuck...
Karlach,"I never wanted to serve Zariel. I was enlisted in her army against my will. Forced to fight, and fight I did."
Karlach,"When I saw an opportunity to get away, I took it. I'm finally home - or near it, anyway."
Karlach,"And you almost seem sensible. On my heart, I'm telling you the truth."
Karlach,I want us both to live. That's all.
Karlach,"Whatever the consequences may be, we'll face them together. If you'll have me."
Karlach,"Whatever that price may be, I'll help you pay it. We'll be in this together."
Karlach,"Truce then, hey?"
Karlach,"With this heat going, I can't spare the energy to think. I just want to enjoy whatever's left of this life of mine."
Karlach,"I can see that. But look, if we take care of my little problem, we can move on to yours next. and the tadpole after that."
Karlach,"I understand, but hear me out. These fucks will be especially fun to hunt."
Karlach,I can explain. But it's a whole situation. If you'd just hear me out -
Karlach,"You saw the truth. I never wanted to serve Zariel. I was enlisted in her army against my will. Forced to fight, and fight I did."
Karlach,I've figured it out. Exactly what I want to do with you.
Karlach,"Listen to sense, now. I don't want this to end badly for either of us."
Karlach,I'm Karlach - but you already knew that. And you are...?
Karlach,"Well met, soldier. Nice to meet a friendly around here - it's been tough going so far."
Karlach,"I may not be a devil, but I can put the Blade's reputation to work."
Karlach,"Now that we're old pals, how would you feel about helping me kill some evil bastards?"
Karlach,"I want to go on a date. A first date. No weapons, no monsters, no mysterious voices... just you and me and dinner."
Karlach,Please say yes.
Karlach,"Yes! Amazing. Put on your least bloody tunic and meet me back here. Eee, I'm so excited!"
Karlach,Touch me and you'll regret it.
Karlach,Give me a beat to run ahead - I want to make sure everything's absolutely perfect. See you there!
Karlach,You look nice.
Karlach,And never forget it.
Karlach,"I refuse to find out you're an arsehole at this late juncture, so I'm going to pretend I didn't hear that."
Karlach,Hmm. Baldurian seafood stew. No thank you. What do you think you'll have?
Karlach,Maybe I shouldn't knock what I haven't tried.
Karlach,"We'll both have the seafood stew, please. And two glasses of..."
Karlach,...and two glasses of beer.
Karlach,...and two glasses of wine.
Karlach,"Eh. Bad-ish. Not trying to one-up the local villains, of course, but man, have I seen some shit."
Karlach,"But hang on, this isn't first date talk. Tonight, I'm a mystery to you, and you're a mystery to me."
Karlach,"It's all I can do to keep my hands to myself, anyway. We're terrible at this."
Karlach,Hi. Hi! You made it.
Karlach,"Kill some fiends, evict a parasite, then take Faerûn by the short hairs. Sound good?"
Karlach,"This is cute. I'm still going to cave your murderous heads in, but it's nice to get a peek at the inside drama first."
Karlach,"Tsk. That was pathetic - it really was. How said that shitty lie will be the last thing you say. Bye, fucker. You too, Blade."
Karlach,"I won't pester you for details now, but believe me Wyll, I'll be there by your side, whatever comes."
Karlach,"That sounds serious. But look, Wyll, you won't face it alone. Whatever it is. I owe you that much."
Karlach,Maybe I could even show you a little fun before the hammer falls.
Karlach,"Thank the gods. I would've taken no pleasure in burning you to a crisp. Well, not much anyway."
Karlach,"And look - you don't have to trust me blindly. I'll prove to you I'm as clean as they come. In fact, we're in the same line of work, in a way."
Karlach,"The tadpole. Gods, there's more to this thing than I realised."
Karlach,"Well, whatever else it may be, the tadpole isn't a liar. I never wanted to serve Zariel, and I escaped the first chance I could."
Karlach,Good luck. I'm gonna miss you. You better miss me too. Or else.
Karlach,"For shit's sake, you must be half troll to possess a skull that thick."
Karlach,"Well, well, well. How the Blade of Frontiers has changed."
Karlach,Were all those people Zariel's servants too? Or is it possible you're going after the wrong people.
Karlach,"As for the Blade of Frontiers - you fashion yourself a hero, but you lie down with dogs like this. That's just pathetic."
Karlach,I guess it doesn't matter now. Your trail of blood ends here and now.
Karlach,"Tsk. That was pathetic - it really was. How said that shitty lie will be the last thing you say. Bye, Blade."
Karlach,"You'd like that, wouldn't you? Set down my blade and watch as you plunge yours in my heart. Not a chance. I intend to live - over your dead body."
Karlach,"Argh! You back away first, all right? One false move, and you're dead. I've more important things to do today than kill a rat."
Karlach,"Oh, I want to live. Just not in a world with you in it."
Karlach,"I need to be alone, all right? I'm very fucking confused right now."
Karlach,"Try, motherfucker! See what happens!"
Karlach,Tell it to their corpses. Murderer.
Karlach,You suppose right. Not that it matters anymore. You're too dangerous - I've got to put a stop to you.
Karlach,With pleasure.
Karlach,Please. The only devils here are you lot.
Karlach,You're not the worst liar I've ever met. But you're daft as a brick if you think I'm going to believe that.
Karlach,That's a load of shit. But you know what? Vengeance can wait. And I have other priorities today.
Karlach,"Anyway, it could be worse. I'm exactly where I'm supposed to be. With who I'm meant to be with. How many people can say that?"
Karlach,These pricks deserve it more than anyone you've ever met.
Karlach,"Pity. I could've used a friend. But if you choose to lie down with devils, you wake up with my boot in your arse."
Karlach,Gortash?! He can't possibly be involved in this...
Karlach,This handwriting looks familiar...
Karlach,What was Flo doing here?
Karlach,"Let's have the soul coins, then."
Karlach,Did Flo have anything else for me?
Karlach,"Fine. Get on with it, then."
Karlach,Thanks. I'll put it to better use than Tiamat would have.
Karlach,I'll put his coin to good use. He'll help me rid the Realms of people like Zariel.
Karlach,"Thanks, Flo. Hearing all these stories has ruined my day, which I suppose was the point."
Karlach,That's it?
Karlach,Hear that? Infernal engine for a heart. Lets me burn as hot as the Hells. Thing's been running in overdrive since I left Avernus.
Karlach,"Go on then, Gale. We'll be here waiting for you when you're finished."
Karlach,It's important to me. Are you going to help me or not?
Karlach,"Next coin, please."
Karlach,That's a sad story indeed.
Karlach,Flo is such a rotten arsehole.
Karlach,"Memorised 'em all, did you?"
Karlach,No - I'm not playing her little game.
Karlach,Yes! Now we're talking.
Karlach,"Before we head off, there's something I want you to know."
Karlach,Well. Alone it is.
Karlach,Now why would she do a thing like that?
Karlach,I'm not falling for one of her little games. No thanks.
Karlach,What'd she tell you about me?
Karlach,"That's absolutely vile. Unsurprising of Zariel, but vile all the same."
Karlach,I don't want to hear another word about her or any other devil.
Karlach,"Dammon's a smart guy, but this engine just feels... cooked."
Karlach,"Life can come at you pretty fast, soldier. A good defence can help you stay on your feet. I think you know that, even if you don't want to."
Karlach,"You still like me, right?"
Karlach,And... and nothing bad is going to happen now?
Karlach,"In that case, bring it on."
Karlach,"I adore you, you know."
Karlach,Thank the gods for that.
Karlach,"I guess we'd better get the day on. So much to do, so much to see... together! Wheyyy."
Karlach,"I LOVE YOU TOO! Oh my gods, I've been dying to say that."
Karlach,"My gods, if I smile any bigger my face is going to crack. I'm pathetic. Besotted! And it's all your fault."
Karlach,You're welcome.  Ahem.
Karlach,I do. But sometimes I don't mind being lied to.
Karlach,"But you're not the gilding type. Straightforward, true as the day is long."
Karlach,But don't worry. I'm not finished yet. Hell no - I've got a to-do list a mile long in this city. Come on. Let's go home.
Karlach,"A beautiful lie. But I guess whatever comes, we'll be there. Together. That's enough for me."
Karlach,Haha. Wait. Are you serious?
Karlach,"My gods, I think my heart almost stopped completely. Don't scare me like that, you scallywag!"
Karlach,Nothing bad is going to happen now. Not now that we're finally so... so close. Right?
Karlach,"All right. Well fuck you too then. Using me like I'm a fucking grenade in your pack. Well, you did your damage. Are you happy?"
Karlach,Get out of my face. Wanker.
Karlach,"Dada-dadum, mmm..."
Karlach,"Hey, soldier. We've got a long way ahead of us - and there's something I want to tell you."
Karlach,Don't worry. It's nothing bad. Well. Depending.
Karlach,"Hey, soldier. I'm getting a little nervous. We're getting further and further from those pricks who were hunting me."
Karlach,I'm not willing to let servants of Zariel roam the Sword Coast unchecked. Or to regroup and come after me again. Let's go get 'em. Together.
Karlach,"You can do this, Gale. And I'll be right here when you're done."
Karlach,I much more than like you too.
Karlach,Whatever it is will be laden with strings attached. No thanks.
Karlach,"Ugh. Go on, then. What is it?"
Karlach,Flo?! What was she doing here?
Karlach,"Greetings, motherfucker. Ready to die?"
Karlach,"'Her Ladyship'. Zariel really has you under her thumb, doesn't she? Pathetic."
Karlach,Avernus was never my home. It was my prison. I'm free now. AND I'M NEVER GOING BACK.
Karlach,Whoa now. I think you're confusing me with someone else.
Karlach,"Tyr - god of justice, isn't that right? If you really serve him, you'll know I never served Zariel willingly."
Karlach,Enough of the theatrics. Who are you really?
Karlach,You should've skipped the 'paladins of Tyr' gimmick and faced me for what you are.
Karlach,Fine. I'll go quietly. Me and Zariel can settle this face-to-face.
Karlach,I'd rather die than look at her fucking face ever again.
Karlach,"Tell me who you really are, and maybe we can find another way to settle this."
Karlach,Everything I did in Avernus was against my will. I never wanted to serve Zariel - not for a second.
Karlach,"Hear, hear. And hey, kicking his arse might burn off a bit of this extra heat."
Karlach,'Slave' more than 'soldier'. Whatever I've done was against my will.
Karlach,"What do you want, then? A fight? Cause I'll give you one."
Karlach,"I don't have time for this. I didn't come here for a fight, but if you want one, I'm game."
Karlach,I'm no devil. What's this all about?
Karlach,I'm going to start behaving like a devil if you keep calling me one.
Karlach,"Cut the crap, Anders. I know what you are."
Karlach,Oh this is rich.
Karlach,"Believe me, these sneaky fucks won't stop 'til they have me hogtied at her feet."
Karlach,You can't possibly believe this shit.
Karlach,Go on if you want. But I can't.
Karlach,"Pretty please, try. I'm in the mood for destruction."
Karlach,"These aren't people. Not really. I don't want to fight you, but I'm not letting them go."
Karlach,You've got to reconsider. I don't want to hurt you.
Karlach,Let's go home. It's about damn time.
Karlach,"Hah. She'd turn us both into sheep, then serve mutton for dinner. Let's stay here, where it's nice. For as long as we can."
Karlach,I'm so excited to go home. Anything that comes after that is extra.
Karlach,"I'm positive there's a catch here, but... go on. Let's see the coins."
Karlach,Here it comes...
Karlach,Incredible. Flo must be livid I got out of Avernus. Wants to drag me back to the Hells with a few horror stories. All right. Go ahead.
Karlach,Now there's a name I'd hoped never to hear again. What was Flo doing here?
Karlach,Florenta the Garrotter. A cambion I knew back in Avernus.
Karlach,"She was the closest thing I had to a friend. That said, she would've choked the life out of me if I ever turned my back on her."
Karlach,That fact that she knows where I am - where I might be going - doesn't exactly delight me.
Karlach,Maybe. Probably. I don't know. She's a half-devil. Impossible to read.
Karlach,"Let's hope it doesn't come to that. What did she want, anyway?"
Karlach,"Soul coins, huh? Those could come in handy."
Karlach,"Oh, gods damn it!"
Karlach,There you have it. Flo came all this way just to try to make me feel like shit. Clever use of her time.
Karlach,"Memorised a bunch of sad stories on her behalf, did you?"
Karlach,"Thanks, I guess."
Karlach,He should've known. Better to die a thousand deaths than let Zariel into your life.
Karlach,That's all?
Karlach,"Well thanks, Flo. Hearing a bunch of desperate horror has ruined my day, which I suppose was the point."
Karlach,I'll explain later - away from prying ears. But trust me - you'll be into it.
Karlach,"Infernal currency - each one is inscribed with a soul. Usually an evil soul, but... not always."
Karlach,Pfft. All right. Suit yourself. Have a trade or whatever. Then let's get out of here.
Karlach,"Soul coins, huh? I know this is odd, but I could make good use of those. Might as well take 'em, while they're on offer."
Karlach,Nothing would surprise me. Maybe she wants to live up to her name and wrap a cord around my neck. Or maybe she just wants to say hello.
Karlach,"I wouldn't have given her the time of day, but even I needed a laugh once in a while. And what can I say, the bitch had good jokes."
Karlach,Suit yourself.
Karlach,"I'm not past looking for Dammon, but I want us both to be ready if... well. If he can't fix me."
Karlach,Exactly. Anything you'd like to know about your enigmatic new paramour?
Karlach,"Oh boy, an arsehole! I've already won the Blade of Frontiers over; hope you'll prove more of a challenge."
Karlach,"Fair enough. Let me try again, with a little fun thrown in. How'd you like to help me kill some evil bastards?"
Karlach,"Zariel liked it so little, she sent a bunch of goons, so-called 'Paladins of Tyr', to take me back. Problem is, I'm not going."
Karlach,"Yeah yeah, don't rub it in."
Karlach,"Upper City, huh? Swish. Never spent much time there myself."
Karlach,Sounds good. I've always been curious what a patriar loo looks like.
Karlach,"Not one for roughing it, I see."
Karlach,"I tried to save you - when Bhaal came for you before, I stood by you."
Karlach,"And I stand beside you now. I know you. You're more than this. More than Bhaal. You're my friend, and I won't leave you."
Karlach,But... but this? I can't pardon this. I can't fix this. This is it. It's over.
Karlach,"Pigs, children, and people with a little bit of grit."
Karlach,Feeling at home?
Karlach,True. I've never heard a mummy complain about a wrinkled doublet. Or sour wine.
Karlach,Want me to carry you?
Karlach,Wonder if our paths ever crossed in the before-times. Were you always so sneaky?
Karlach,Sure! If you promise to swap once I get tired.
Karlach,I'd trade you if I could.
Karlach,"Seems that way! But I'm a bit out of practice, to be honest."
Karlach,"No. Particularly not for sinners like us. But if push comes to shove, I'll meet you in the City of Judgement. We'll paint it red."
Karlach,Seemed like the right thing to do. I've never really tried 'normal' before.
Karlach,"I know what you mean. Changing is hard. Every time I think I've figured it out, boom, there I am again, behaving like some version of me that never learned a damn thing."
Karlach,Impossible. You leave your stamp everywhere you go. Just look at me - absolutely besotted.
Karlach,It was nice. It was really nice.
Karlach,That could never happen. You're the best person I've ever met. Soul and body.
Karlach,You did it. You're free. I'm so godsdamn proud of you!
Karlach,"You might be your own greatest fear, but you're your own greatest strength, too. I see that every time I look at you."
Karlach,Oh - hey! Here comes our food. 
Karlach,"Hey. What's on your mind, Astarion? You seemed a million miles away just then."
Karlach,"Happy birthday, soldier."
Karlach,I've tried to tell you - I'm not what you think I am.
Karlach,How about we all take a nice deep breath and calm the fuck down. Just cause I want to live doesn't mean I want him dead.
Karlach,Your turn!
Karlach,This is it. I can practically taste his blood from here.
Karlach,My respects?! You're lucky I've agreed not to shove my boot up your - 
Karlach,I'm sure. You've probably killed scarier things blind and bleeding.
Karlach,Then fall back. I'm not letting him slip through my fingers again.
Karlach,GORTASH!
Karlach,Couldn't have said it better myself.
Karlach,"So we bide our time. But make no mistake, that monkey is mine."
Karlach,He's not slipping through my fingers this time.
Karlach,"Then stay light on your feet, soldier. They can't kill what they can't catch."
Karlach,"You're asking a lot. But I can wait - for a while, at least. Let's get Baldur's Gate safe, then rip his throat out."
Karlach,You know monsters better than anyone. Can't you look in my eyes and see I'm not a devil?
Karlach,We can take whatever we need off his corpse.
Karlach,Now you're speaking my language.
Karlach,You saw the truth. I'm not a danger to the Coast.
Karlach,"For shit's sake, you really don't know how Zariel 'recruits' her soldiers, do you?"
Karlach,"I'm not going to hurt anyone, and I'm certainly no devil."
Karlach,It's about time. Shall I put the kettle on?
Karlach,"Give it up already, I'm not the monster you think I am."
Karlach,"Ah, the legend lives. I figured you'd show up eventually."
Karlach,I figured you'd show up. The Blade of Frontiers is a man of his word.
Karlach,"Oh, goodie. Now we can go see Gortash, dangle this stone in front of him, and watch him beg before we slit his throat... right?"
Karlach,"Well, Wyll. I tried."
Karlach,Would you listen to sense? This doesn't have to end badly - for either of us.
Karlach,"Don't fucking touch me. GORTASH! FACE ME, YOU FUCKING ARSEHOLE!"
Karlach,Don't you fucking dare.
Karlach,If by 'met' you mean hoofing it through the Hells with this fucker on my tail.
Karlach,"Gods, I hate the Hells."
Karlach,That's... pretty nice. Never thought about it like that. But now I will.
Karlach,I sure am. If there's hope for me there's hope for anyone.
Karlach,Where's the axes?
Karlach,"Whatever do you mean? We're just two normal people living normal lives very, very normally."
Karlach,"I know I can't stay forever. Here. With you. In fact, I feel like... like I don't have long left at all."
Karlach,"We've been through so much, and the worst is yet to come. I have every reason to feel terrified... hopeless... like giving up."
Karlach,"But to be here, with you, in the city I love, in this world that I love so much... It's all I could really ask for."
Karlach,Come on. There's something I want to show you upstairs.
Karlach,Sounds like more your thing than mine.
Karlach,Beautifully intimidating. This place was meant to scare people into submission.
Karlach,And here I thought I rubbed you the wrong way.
Karlach,"Oops, sorry. But... now that I think of it... is mage hand especially hard to learn?"
Karlach,"Aw. Thanks, pal. I think."
Karlach,Ooh! Fun.
Karlach,"Stay strong, bear man. We're still here."
Karlach,The pursuit of intellect. Fun.
Karlach,Sounds like a place I used to know...
Karlach,"Really? Are strong women your type, Halsin?"
Karlach,Truly a bear man of the people.
Karlach,The who now?
Karlach,Baldur's Gate - we can't get there soon enough.
Karlach,"Win or lose, we're nearly there, right?"
Karlach,"The feeling's highly mutual, bear man."
Karlach,"Me too. Even with so much at stake... in this little heart of mine, I've never been happier."
Karlach,True enough. Hard to hide pretty under a bushel.
Karlach,Ugh. Are you going to try and teach me about exceptional uses for a mage hand or what?
Karlach,Joy.
Karlach,"You'll still be able to do your wizard thing, though, right?"
Karlach,Raphael's driven her mad. Poor soul.
Karlach,"Hey, uh, Henk, I think we ordered the -"
Karlach,We won't! We'll get you out. I promise.
Karlach,Well - not counting the fuckers that need a good hurting.
Karlach,"Hey, uh, Honk, I think we ordered the -"
Karlach,Gross.
Karlach,"Worst guy I ever met. Anyway, how about a toast? Oh - shit!"
Karlach,"Why don't you run off and tell him, Korilla? You love tattling to daddy, don't you?"
Karlach,"Well, here goes nothing."
Karlach,May we live every day like it's our last.
Karlach,Oh gods. What the fuck have I stumbled into.
Karlach,I really don't understand you sometimes.
Karlach,'Cause you never know when your last will come.
Karlach,Careful now. Last thing we want to do is call forth Raphael's ugly mug before we need to.<br>
Karlach,"You did us a favour, Yurgir, so I'm going to let that slide."
Karlach,That was great. The food and the company.
Karlach,You know what I want to do.
Karlach,Sounds like a challenge.
Karlach,"Squiddies have gone to war, is my guess."
Karlach,"Nor I. Never had more than a few coppers in the city, and any soul coins in Avernus went straight to Zariel."
Karlach,"I was just thinking the same thing, but less poetically."
Karlach,A girl could get used to this.
Karlach,Hope keeps you going.
Karlach,"Pretty beautiful, isn't it?"
Karlach,"From this distance between Elturel and Baldur's Gate, I'd say... a long way away."
Karlach,That means going after the things I love. Including you.
Karlach,Last night was incredible. This morning is incredible. Every moment with you is... beyond belief.
Karlach,"Good question. And easy enough, in my case. I'm afraid of dying with regrets. Of living small and giving up the ghost before I've done what I came here to do."
Karlach,"Be practical. You're infected, same as me. You need allies, not enemies."
Karlach,That's it? That's all you have to say to me?
Karlach,"Thanks to you, I don't hope for things anymore. I just take whatever it is I want."
Karlach,You better follow through on your end of the deal.
Karlach,Don't patronise me. Not after everything you've done.
Karlach,"I'll be back, motherfucker. See you soon."
Karlach,You ought to be worried about your own hide.
Karlach,"God, it's good to watch you suffer."
Karlach,"I trusted you once. I was so naive, and you took advantage of that."
Karlach,You live in a fantasy world. One where everyone is to blame but yourself.
Karlach,"I was young. You should have been my mentor, not my betrayer."
Karlach,The only thing that's about to fall at my feet is you.
Karlach,Turns out I don't want to play your little game. I've had enough of those to last a lifetime.
Karlach,"Thanks to you, I endured more suffering than you could begin to fathom."
Karlach,I did what I had to. I have no regrets.
Karlach,An alliance? You must be joking.
Karlach,Bane wills us to work together.
Karlach,"How can I trust you now, Gortash? After everything you did to me?"
Karlach,Take the Netherstones. I deserve the power you promised - even if I have to share it with the likes of you.
Karlach,Take the Netherstone. I deserve the power you promised - even if I have to share it with the likes of you.
Karlach,"I don't have them on me. Give me a little time to retrieve them, and they're yours."
Karlach,"I'm not giving you anything. If we'll both rule, we can each keep our stones."
Karlach,Fine. Take them.
Karlach,Fine. Take it.
Karlach,Dream on.
Karlach,"It's over for you, Gortash. Take one last look at me, cause I'm the last thing you'll ever see."
Karlach,"In your case, it's practically a vital organ. Though the veil seems to lift that little bit every day, and I just see... you."
Karlach,Give me time. Our lord wills it.
Karlach,"However little I think of you, you always manage to find a way to make me hate you even more."
Karlach,"Damn. After a decade in hell, I was hoping for a little company. Especially some who looked like you."
Karlach,"You know, I could've used a friend. Pity that won't be you."
Karlach,"Shit. I just can't shake you, can I?"
Karlach,"Like a hammer knows an untouchable nail. Look, I'm not -"
Karlach,"Aw, come on."
Karlach,Heyy!
Karlach,"Well, soldier? What's the word?"
Karlach,We're looking to get rid of these parasites for good - and ruin some bastards' days while we're at it. Sounds like your kind of venture.
Karlach,I'll do you one better: allies.
Karlach,Truce.
Karlach,"Oh, here we go."
Karlach,I'm working on it - but not for your benefit.
Karlach,"The Blade of Frontiers. Thought I'd shaken you for good after the mind flayer ship. But you just can't get enough of me, can you."
Karlach,You want a fight? Let's see what the Blade can do.
Karlach,"Yes, I served Zariel. But I had no bloody choice."
Karlach,You're a problem. And I'm thinking violence is the solution.
Karlach,"Ahh, I love this time of year. The dickheads start popping up wherever you look."
Karlach,Ding ding ding. You got there in the end.
Karlach,Get out. And don't show your face again.
Karlach,Truce. But I think it's best if you get on your way.
Karlach,"How about 'teammates'? Find a cure for these parasites, smash some skulls together."
Karlach,"Great idea. You could join up with us - find a cure for these parasites, smash some skulls."
Karlach,I don't give a shit about your agreement.
Karlach,From you? I guess nothing. Not anymore.
Karlach,You better lower that blade if you know what's good for you.
Karlach,"Gods, I'm terrible at this. Trying to have a first date, but I feel like I've known you all my life."
Karlach,"No! Yes. No - we came to have a nice date, and that's what we're going to do. Go on: date me. I dare you."
Karlach,"Right here in Baldur's Gate, more or less. My folks are long gone now, but they raised me in the Outer City. Dad was a porter in town, mum did laundry. Still think of her when I smell clean sheets."
Karlach,The man doesn't know the meaning of the word respect. He'll double cross us at the first opportunity.
Karlach,You make it sound like we were lovers. Or friends. But that wasn't it.
Karlach,You are terrifying. I love it so much.
Karlach,"I trusted you. I respected you. It was my job to protect you, and that's what I did."
Karlach,I was so young. I didn't recognise evil when I saw it.
Karlach,"When you turned on me, I was too dumbstruck to realise what was happening. No way he'd hurt me, I thought."
Karlach,Hard to imagine you as a naughty little boy. Who knew he'd grow up to be the very paragon of right-doing?
Karlach,"I understand. The people who hurt us have an annoying habit of lingering, one way or another. I'm sorry for what he did to you."
Karlach,You betrayed me for reasons I still don't quite understand. But I suppose evil has no real cause. It just is.
Karlach,Until it isn't.
Karlach,Then run while you still can.
Karlach,I can't wait.
Karlach,"You can't escape me. Wherever you go, I'll find you. Wherever you run, there I'll be."
Karlach,"Very clever, fabricating people to do your fighting for you. But they won't be able to protect you forever, Gortash."
Karlach,The second I'm out of here...
Karlach,Ugh...
Karlach,He's toast. I don't care how many big shiny boys he has.
Karlach,"You won't be much help from in here, soldier."
Karlach,Godsdammit.
Karlach,"Tsk tsk. The Dead Three out there, and us in here."
Karlach,Right you are.
Karlach,This fucking cell smells like eggs.
Karlach,It's over. He's... gone.
Karlach,Thank the gods. I thought I was going to have to take your head.
Karlach,Don't lecture me about goodness. You don't know the first thing about it.
Karlach,"There will come a time, sooner than you think, when death comes knocking on your door. You'll swing that door open, and you'll cower before what you see, and you'll beg, 'Please, Karlach. Spare me.'"
Karlach,"Aw. Well, if you ever want to learn, I'd love to take you to a little pond I know outside the city. Shallow, safe, and I'd be there to help you float."
Karlach,You have no future.
Karlach,"We were poorer than dirt, but my gods we had fun. What about you?"
Karlach,Wonder if they're still out there somewhere. No chance they could've forgotten someone like you.
Karlach,"Cut from the same cloth, some might say."
Karlach,"Hear, hear."
Karlach,"Might've, if you spent any time in the Outer City. We didn't exactly hide ourselves under a bushel."
Karlach,It's one of the things I love about you - your ability to see things through.
Karlach,"You don't have to explain, if you don't want to. But whatever time I have left, I'd like to spend getting to know you, exactly as you are."
Karlach,That explains your grit. And your strength. And so many other things I love about you.
Karlach,Show me your ways.
Karlach,Blamed it on an imp and never told a soul the truth. Beat that.
Karlach,"We'll have to make some new secrets between us, then."
Karlach,Study Gortash. What are his intentions?
Karlach,Study Gortash again. What more can you glean?
Karlach,Read Gortash's thoughts.
Karlach,Read Gortash's thoughts again.
Karlach,"Study Gortash. We can't trust this prick, can we?"
Karlach,"Dream on, Gortash. You're dead. Just like me, but sooner."
Karlach,"This thing in my chest is killing me, you know. You did that."
Karlach,"Gods, I can't wait to kill you."
Karlach,Deceived by who?
Karlach,"Thanks to you, I don't hope for things anymore. I just take whatever it is I want. See you soon, motherfucker."
Karlach,Those things were evil - just like their papa.
Karlach,"To think I ever worked for you. Proudly, too."
Karlach,I don't know. You managed it for a solid decade.
Karlach,Do we now?
Karlach,It's him. Gortash. 
Karlach,"Fun, right? Who knows what you could find."
Karlach,"Still. You looked so peaceful. I wanted to go wherever you were. But I'm me, so I did a lap of camp instead."
Karlach,Like the dead. The excruciatingly happy dead.
Karlach,"You can trust me to use the stones as we planned - to defeat the brain, and nothing more. It's the perfect solution."
